,book_id,5 star,4 star,3 star,2 star,1 star,total_review_count,ratings_count
74277,59651553-below-zero,13486,26115,23078,6046,1228,8306,69953
74307,18780069-sergei,2171,1585,724,153,53,248,4686
74337,60419993-sweet-berries,1452,1871,1494,327,80,776,5224
74367,34357797-the-alien-s-prize,1635,1926,1710,433,120,425,5824
74397,34400344-the-alien-s-mate,1109,1151,852,154,28,167,3294
74427,35449785-the-alien-s-lover,1121,1067,625,96,21,166,2930
74457,59841452-chimera-for-christmas,222,162,72,16,3,70,475
74487,50154584-my-alien-s-obsession,377,398,355,110,48,197,1288
74517,40522978-the-midwinter-mail-order-bride,1425,1474,941,222,69,551,4131
74547,45171634-baby-be-mine,131,165,158,61,24,55,539
74577,60532941-little-green-vines,483,449,472,166,63,280,1633
74607,50231167-between-dawn-and-dusk,299,274,292,82,28,181,975
74637,59651557-under-one-roof,21903,41426,32185,7977,1804,13689,105295
74667,53192006-your-dad-will-do,7495,9345,8321,2939,1196,3879,29296
74697,56350727-my-dad-s-best-friend,1836,2898,2864,820,189,825,8607
74727,57140544-my-dad-s-best-friend-bonus-content,88,128,144,35,21,25,416
74752,55811454-your-dad-will-do-bonus-short,212,252,234,41,24,60,763
74782,39716472-wrapped-in-my-wife,1529,1451,1304,389,119,482,4792
74812,45447822-tamed-by-the-troll,608,539,299,81,55,190,1582
74842,31136346-calm,1398,1509,1760,444,70,320,5181
74872,61714203-morning-glory-milking-farm,5049,6007,3572,965,253,2958,15846
74902,32813785-modern-fiction,45,58,69,9,1,24,182
74926,41107836-heracles-bow,215,473,564,110,24,184,1386
74956,18162954-galatea,15172,25863,13341,2109,491,7147,56976
74986,12898.Death_of_a_Salesman,48206,70769,65806,25811,9119,6717,219711
75016,14221931-the-mark-on-the-wall,450,681,541,176,48,227,1896
75046,22009015-a-merman-of-her-own,36,43,59,28,6,16,172
75062,55453633-the-pact,237,378,1032,856,640,380,3143
75092,22435720-a-merman-uncovered,26,23,32,8,6,9,95
75101,40856955-the-merman-s-quest,184,156,207,61,11,77,619
75131,5206937-a-modest-proposal,16167,16451,8988,2009,685,1668,44300
75161,49452335-ice-planet-honeymoon,1888,2253,2171,439,88,534,6839
75191,40772063-the-lost-sisters,7547,17348,21507,6059,1243,7495,53704
75221,30179069-ice-ice-babies,1884,2021,2189,444,81,421,6619
75251,46138995-ice-planet-honeymoon,1921,2840,3696,1013,188,808,9658
75281,36125802-something-to-remember,588,422,268,75,32,223,1385
75311,32062948-aftershocks,1699,1803,1499,316,36,348,5353
75341,56807505-ice-planet-honeymoon,1039,1206,1354,306,65,297,3970
75371,52161667-ice-planet-honeymoon,1357,1634,1862,398,70,384,5321
75401,60763166-found-by-the-lake-monster,1601,1438,771,178,36,508,4024
75431,29219252-virgins,5879,5846,4559,1020,222,1062,17526
75461,53852501-to-enchant-a-dragon,285,229,226,61,32,81,833
75491,434.Ghosts,1089,2202,1927,534,120,381,5872
75521,8044557-all-my-friends-are-dead,14046,8826,5036,1386,599,2337,29893
75551,53491945-to-desire-a-dragon,294,246,236,60,33,83,869
75581,53487165-to-seduce-a-dragon,294,199,166,38,18,54,715
75611,35121114-the-zoran-s-bride,230,199,174,53,24,57,680
75641,55990828-gentle-scars,560,475,376,120,48,377,1579
75671,54730956-caterina-ii-di-russia,9,9,9,3,0,2,30
75673,35392128-the-zoran-s-mate,194,167,144,37,11,43,553
75703,54388858-escaping-midnight,126,77,45,11,2,7,261
75710,50281274-white,371,294,204,45,11,84,925
75740,60454662-again,1282,1251,829,216,65,559,3643
75770,54053536-to-mate-a-dragon,354,292,201,51,8,69,906
75800,53487136-to-touch-a-dragon,440,471,409,139,50,127,1509
75830,235597.Winnie_the_Pooh,178569,82946,37486,8353,4990,6326,312344
75860,33398225-the-commitments,4278,7020,3637,636,161,674,15732
75890,44595.Wide_Sargasso_Sea,18149,28817,25180,9057,3064,7244,84267
75920,27253017-aedian,61,103,123,52,24,38,363
75950,44034574-sticks-and-stones,178,119,80,15,7,63,399
75980,435.The_Locked_Room,1300,2116,1157,264,65,309,4902
76010,40133129-the-alien-s-dream,820,727,460,88,14,129,2109
76040,44057019-etched-in-stone,79,77,50,23,5,27,234
76067,17470674-fahrenheit-451,793387,781892,441552,124968,54261,65303,2196060
76097,7770.One_Fish_Two_Fish_Red_Fish_Blue_Fish,98948,47113,33925,9478,4683,3164,194147
76127,54479.Around_the_World_in_Eighty_Days,69916,91353,56155,10286,2134,9819,229844
76157,1625.Twelfth_Night,58776,64880,40171,8632,2173,5036,174632
76187,511614.The_101_Dalmatians,16231,10883,7210,1583,509,1272,36416
76217,4921.Three_Men_in_a_Boat,21591,23426,16590,4933,1743,5839,68283
76247,608474.The_Sign_of_Four,41577,57199,36910,6490,1571,6907,143747
76277,33507.Twenty_Thousand_Leagues_Under_the_Sea,73293,87756,59856,14148,3662,9121,238715
76307,368916.84_Charing_Cross_Road,30364,28691,11334,2396,862,11658,73647
76337,93101.The_Arabian_Nights,26237,24037,14063,2955,1030,1745,68322
76367,17125.One_Day_in_the_Life_of_Ivan_Denisovich,35101,42188,22914,5141,1543,5471,106887
76397,53496.Walk_Two_Moons,62698,53415,33820,9622,3937,7691,163492
76427,140278.4,17166,25663,14454,1819,421,3555,59523
76457,126675.The_Nine_Tailors,6908,7152,3686,850,339,1491,18935
76487,8296.The_First_Four_Years,12721,12873,10773,2580,580,1328,39527
76517,40440.The_Thirteenth_Tale,105295,113482,62540,16304,6081,25683,303702
76547,1217100.Thirteen_Reasons_Why,330336,283993,196307,74483,38440,55229,923559
76577,621739.Millions_of_Cats,9732,6197,4296,1199,449,957,21873
76607,42058.Richard_III,16817,17855,11990,3342,893,2288,50897
76637,29034.Twelve_Angry_Men,11575,10999,5363,1345,510,1727,29792
76667,781110.Fever_1793,37839,45865,28151,6225,1939,7096,120019
76697,4009.Nine_Stories,63002,50846,22736,4624,1821,5263,143029
76727,63032.2666,19803,10994,4832,2016,1172,4561,38817
76757,14570.Eight_Cousins,13983,12639,7825,1697,748,1316,36892
76787,42369.The_Hundred_Dresses,16044,12908,6925,1702,639,3152,38218
76817,143126.The_13_Clocks,2732,2706,1546,417,108,1174,7509
76847,36072.The_7_Habits_of_Highly_Effective_People,323695,210279,107148,30239,17381,13599,688742
76877,7911.Five_Little_Peppers_and_How_They_Grew,9610,7712,5233,1113,483,635,24151
76907,15813668-fifth-grave-past-the-light,20024,11629,3171,475,245,2969,35544
76937,121648.Five_Little_Pigs,20188,28223,14091,1757,306,4741,64565
76967,8600.Eats_Shoots_Leaves,30835,39178,25449,6298,2337,5189,104097
76997,18521.A_Room_of_One_s_Own,79228,64853,25856,5678,1965,13790,177580
77027,48800.The_Third_Man,3124,5934,4115,718,114,965,14005
77057,27208.The_Third_Policeman,7284,6361,3546,1220,534,2106,18945
77087,837501.The_Twenty_One_Balloons,8642,8399,5308,1382,563,1549,24294
77117,91243.Ramona_Quimby_Age_8,29465,24120,13838,2565,1109,1743,71097
77147,65959.Across_Five_Aprils,3013,4453,3852,1343,849,1263,13510
77177,6063187-twenties-girl,52361,55375,40044,11619,4666,7565,164065
77207,16351.Towards_Zero,5899,8925,5234,818,178,1541,21054
77237,7797.Ten_Apples_Up_On_Top_,18474,9439,7518,1935,672,767,38038
77267,7747374-i-am-number-four,119866,112112,72171,21989,8424,16585,334562
77297,4659.A_Widow_for_One_Year,14496,24291,16974,4159,1127,2853,61047
77327,24780.The_Book_of_Three,26583,28691,16645,3308,1571,3852,76798
77357,51070.The_Secret_Diary_of_Adrian_Mole_Aged_13_3_4,14222,17759,11438,2929,899,2018,47247
77387,2794.The_Crying_of_Lot_49,21529,28496,20051,7929,3694,5655,81699
77417,23217.Size_14_Is_Not_Fat_Either,8246,11781,8575,1604,467,1199,30673
77447,183656.The_Two_Princesses_of_Bamarre,28155,23452,14927,3247,1069,2686,70850
77477,821000.Now_We_Are_Six,11642,5919,3170,619,232,623,21582
77507,825889.1066_and_All_That,1095,1063,690,179,70,337,3097
77537,685377.Two_for_the_Dough,60126,63674,32389,4060,815,5200,161064
77567,23220.Size_12_Is_Not_Fat,24123,29039,23537,6419,2798,2866,85916
77597,121651.Thirteen_at_Dinner,11816,19628,11286,1279,237,2774,44246
77627,6858.Hot_Six,52621,49328,22405,2286,530,2676,127170
77657,111222.The_Life_of_Elizabeth_I,11897,11915,5741,1334,896,784,31783
77687,764903.Cheaper_by_the_Dozen,15482,14741,8903,2117,961,2188,42204
77717,2182.Three_Tales,1474,2052,2085,591,147,433,6349
77747,7781.The_500_Hats_of_Bartholomew_Cubbins,6188,4667,3392,822,296,434,15365
77777,5454.The_Second_Summer_of_the_Sisterhood,24128,36027,28335,5468,1166,2699,95124
77807,16312.One_Two_Buckle_My_Shoe,7402,13112,10695,1703,243,2077,33155
77837,6422.Four_to_Score,55720,54381,25229,2522,557,3224,138409
77867,132676.The_Five_Red_Herrings,3776,4483,3760,1037,221,934,13277
77897,63037.Ninety_Three,2093,1870,989,228,79,383,5259
77926,6424.Seven_Up,49005,47569,23184,2611,703,2398,123072
77956,6854.Three_to_Get_Deadly,57779,57961,28490,3003,621,3723,147854
77986,7184.Twenty_Years_After,8521,8523,4811,878,136,739,22869
78016,16316.The_Big_Four,11318,15955,16179,6099,1482,4089,51033
78046,82346.The_Two_Gentlemen_of_Verona,2266,4341,5651,2028,453,1044,14739
78076,483103.The_Seven_Dials_Mystery,6168,9319,7046,1565,276,1710,24374
78106,133266.Four_Past_Midnight,32320,41203,26839,4321,890,1998,105573
78136,248484.Book_of_a_Thousand_Days,17029,20980,11371,2598,833,6461,52811
78166,444332.Alanna,63379,40050,17513,3428,1865,5746,126235
78196,40961427-1984,1969183,1354622,592395,159863,85972,100005,4162035
78226,23437156-six-of-crows,487200,214185,58229,12773,6184,84878,778571
78256,29844228-thirteen-reasons-why,330337,283996,196309,74483,38441,55229,923566
78286,32620332-the-seven-husbands-of-evelyn-hugo,1215720,588556,177286,36451,13686,199192,2031699
78316,37526.Henry_V,15182,16128,11773,3585,1002,1681,47670
78346,8788554-first-grave-on-the-right,33825,28548,15141,4535,2455,8414,84504
78376,37741.Tales_of_a_Fourth_Grade_Nothing,58506,45055,25686,5118,2612,3223,136977
78406,8659601-the-power-of-six,55275,49359,22545,4403,1443,6639,133025
78436,9565045-second-grave-on-the-left,22865,19082,7029,1073,422,3748,50471
78466,12043770-third-grave-dead-ahead,22275,15817,4843,648,258,3261,43841
78496,13538992-fourth-grave-beneath-my-feet,19771,13961,4166,568,227,2846,38693
78526,29288.One_Morning_in_Maine,7581,3292,1642,310,157,367,12982
78556,12971616-the-rise-of-nine,45826,36619,17330,3329,1327,4855,104431
78586,17020.13_Little_Blue_Envelopes,19552,26714,24308,8352,2967,5229,81893
78616,776384.One_Corpse_Too_Many,5188,6667,3047,332,100,913,15334
78646,14866.Nineteen_Minutes,145063,127875,57626,11849,3852,17798,346265
78676,15861491-the-fall-of-five,28910,23777,10296,1626,368,4082,64977
78706,17571564-hyperbole-and-a-half,97638,59610,27314,8831,6694,14219,200087
78736,1430.Eleven_Minutes,45623,56767,45150,15527,6261,7805,169328
78766,38225791-two-can-keep-a-secret,34354,49844,27431,4745,899,12680,117273
78796,82397.Richard_II,6507,8017,6390,1944,544,1374,23402
78826,5303373-the-chosen-one,4361,5779,3732,1028,306,2356,15206
78856,415464.Size_14_Is_Not_Fat_Either,8246,11781,8575,1604,467,1199,30673
78886,18209454-the-thousand-dollar-tan-line,13782,18922,9020,1561,838,4941,44123
78916,530848.Eighth_Grade_Bites,13851,10144,8310,2565,1005,2836,35875
78946,7157722-the-thousand-autumns-of-jacob-de-zoet,22542,24397,10294,3231,1597,6488,62061
78976,5957702-206-bones,7923,10646,6423,1086,294,1432,26372
79006,11237412-six-s-legacy,6690,5993,3612,574,150,606,17019
79036,12394068-a-street-cat-named-bob,18876,18816,10890,2914,1272,5489,52768
79066,235344.The_Last_Plantagenets,440,479,203,24,8,87,1154
79096,8131227-one-of-our-thursdays-is-missing,5691,8014,4497,700,118,1908,19020
79126,19346451-the-revenge-of-seven,22043,17192,7024,968,223,2969,47450
79156,13425352-nine-s-legacy,5292,4314,2247,322,61,425,12236
79186,13622863-the-fallen-legacies,5631,3940,1958,305,80,434,11914
79216,55139.The_Year_1000,1431,2276,1473,259,48,516,5487
79246,760238.1215,552,871,614,121,28,188,2186
79276,770512.1066,1438,1749,821,128,50,340,4186
79306,4813.1421,3760,4560,3562,1374,1019,1178,14275
79336,26348.Paris_1919,5098,5119,2130,504,194,942,13045
79366,49250.D_Day_June_6_1944,13385,10153,3400,548,268,827,27754
79396,70539.2010,15552,23497,13632,2160,347,1405,55188
79426,242652.The_Year_of_Decision_1846,155,144,54,20,4,55,377
79456,6952713-the-great-crash-1929,1674,2128,1280,264,87,422,5433
79486,138809.1812,537,886,511,80,27,173,2041
79516,190572.I_Will_Bear_Witness_1942_45_A_Diary_of_the_Nazi_Years,802,395,141,27,22,65,1387
79546,12993.Hamlet_The_Texts_of_1603_and_1623,344933,298797,177370,48161,16356,18503,885617
79576,338069.Elizabeth_I,3205,3567,2700,441,80,410,9993
79606,35816.2061,5719,10034,10756,2763,476,888,29748
79636,549449.The_Making_of_the_President_1960,3463,2589,1227,293,158,155,7730
79666,25017.Krakatoa,5814,7743,4849,1152,332,1544,19890
79696,257140.The_White_Rose,523,592,422,86,17,142,1640
79726,93750.Anastasia,2984,3472,2639,443,72,468,9610
79756,565159.1942,851,667,240,76,57,160,1891
79786,238388.November_1916,123,80,59,12,6,34,280
79816,33992.The_9_11_Commission_Report,999,1447,1324,395,149,315,4314
79846,541920.An_Army_at_Dawn,9390,6879,2425,494,208,1182,19396
79876,3345.1968,686,1259,783,191,38,358,2957
79906,63432.3001,5205,8054,8097,2772,734,987,24862
79936,148775.The_Day_the_World_Came_to_Town,18774,18048,6529,801,133,6634,44285
79966,675840.December_6,855,1404,903,208,43,269,3413
79996,57902542-lockdown-2020,11,1,1,2,0,3,15
79999,216512.August_1914,812,1007,555,150,43,188,2567
80029,765418.Leaves_of_Grass,1772,1181,669,196,82,382,3900
80059,587926.1985,231,416,414,154,64,107,1279
80089,55229.April_1865,5414,4009,1855,494,239,502,12011
80119,33613.Born_on_the_Fourth_of_July,1377,1619,1184,248,96,242,4524
80149,440121.Isabel,1414,2068,2071,399,54,164,6006
80179,440125.Nzingha,914,1078,1130,316,62,158,3500
80209,957063.America_at_1750,27,59,35,11,7,7,139
80216,542389.Stalingrad,17120,12680,3962,623,318,1289,34703
80246,1703226.1966_And_All_That,7,16,14,4,5,10,46
80256,6161344-panic-of-1907-p,199,302,186,45,8,70,740
80286,54901683-twas-the-year-2020,13,3,1,2,3,7,22
80293,11830394-2312,3810,6385,5573,2388,1022,2526,19178
80323,300944.1916,1339,1349,693,151,38,282,3570
80353,1197423.Call_the_Midwife,27682,28607,9576,1739,827,7283,68431
80383,2219561.Rome_1960,317,599,382,57,18,199,1373
80413,1116661.Revolt_in_2100,1482,1960,1549,309,53,179,5353
80443,93751.Eleanor,1551,1780,1481,236,39,206,5087
80473,306403.Bess_of_Hardwick,1312,1169,532,121,63,224,3197
80503,53292.June_29_1999,996,844,474,90,30,340,2434
80533,9862761-1493,7390,7115,3010,652,333,1606,18500
80563,98665.Marie_Antoinette,2811,3228,2623,440,79,423,9181
80593,952855.Holy_Bible,166,34,14,2,6,29,222
80622,2524981.1492,0,2,0,0,0,0,2
80623,22224.Elisabeth,799,1028,1156,299,47,132,3329
80653,255161.I_Will_Bear_Witness_1933_41,1086,677,271,72,41,141,2147
80683,247980.Kaiulani,1049,1324,1376,332,59,136,4140
80713,2114139.1759,47,68,44,11,1,31,171
80743,170857.The_Year_of_Three_Kings_1483,10,26,18,4,2,13,60
80756,118371.Aim_e_Jaguar,1559,1418,871,198,50,187,4096
80786,63340.1848,54,89,27,13,4,5,187
80791,106162.The_Invasion_of_Canada,286,345,140,12,4,62,787
80821,135772.The_Strange_Death_of_Liberal_England_1910_1914,167,151,75,18,7,49,418
80851,138812.The_Naval_War_Of_1812,103,171,146,34,8,51,462
80881,78735.In_the_Year_2889,423,612,1129,518,107,300,2789
80911,110342.The_Debate_on_the_Constitution_Part_1,168,83,33,7,7,14,298
80925,2641307-these-is-my-words,37528,24209,7065,1493,891,11055,71186
80955,1215453.The_Debate_on_the_Constitution_Part_2,119,58,26,5,1,5,209
80960,514565.The_Summer_of_1787,885,927,483,79,47,177,2421
80990,110890.The_Looming_Tower,15686,11003,2931,570,320,2702,30510
81020,1784444.The_Mystery_of_2012,81,129,109,48,20,54,387
81050,6578823-guinness-world-records-2010,362,180,112,29,11,48,694
81080,55040.A_Needle_in_the_Right_Hand_of_God,23,75,83,30,7,41,218
81110,3013116-1434,303,473,385,179,112,251,1452
81140,661944.1901,349,495,407,115,37,87,1403
81170,2236812.Supreme_Injustice,30,49,42,9,6,16,136
81186,10983227-1923,65,52,17,8,2,36,144
81216,437420.2012,189,309,492,311,218,234,1519
81246,12385168-1948,79,104,58,4,0,35,245
81276,42283286-summer-of-69,30744,53598,25325,3578,935,8645,114180
81306,1619803.America_1908,96,182,98,23,3,74,402
81336,6555228-the-time-traveler-s-guide-to-medieval-england,7898,8917,4369,1000,520,1643,22704
81366,8606982-het-achterhuis,1666143,1059326,524834,135269,79616,37334,3465188
81396,2393575.Nixonland,4514,3174,1199,342,184,952,9413
81426,414883.1920,398,504,272,70,9,139,1253
81456,54998251-four-hundred-souls,5819,2405,445,57,62,1417,8788
81486,953734.Summer_of_42,614,769,456,100,22,132,1961
81516,138808.Union_1812,107,263,189,32,10,89,601
81546,1650529.The_Glorious_Cause,2923,2918,1617,459,325,313,8242
81576,5054336-1919-the-year-our-world-began,5,10,2,4,0,5,21
81581,1471440.Influenza_1918,9,14,12,1,0,3,36
81584,1100384.The_31st_Of_February,6,20,28,14,4,10,72
81594,440122.Lady_of_Ch_iao_Kuo,1125,1178,1068,280,51,139,3702
81624,280948.W_E_B_Du_Bois,1378,659,268,54,30,42,2389
81654,31309.The_Thirteen_Problems,9074,12471,7707,1353,266,2201,30871
81684,40317.Lean_Mean_Thirteen,35228,36275,19732,2474,465,2667,94174
81714,16322.The_A_B_C_Murders,46919,62099,31880,4198,772,8496,145868
81744,33896.Thirteen_Moons,3537,5344,3972,1235,361,2072,14449
81774,132541.The_Secret_of_Platform_13,4369,5492,3478,610,149,970,14098
81804,8546.Field_of_Thirteen,644,1024,889,179,38,174,2774
81834,227741.Thirteen_Stories,197,230,152,42,12,73,633
81864,65112.The_End,40883,33243,20009,5875,2105,5241,102115
81894,16300.Sleeping_Murder,12027,16760,9476,1403,350,2426,40016
81924,342103.Thirteen_Days,2937,3158,1484,238,86,380,7903
81954,34484.Small_Gods,56895,39326,15461,2201,494,4015,114377
81984,6581334-13-treasures,4053,3770,2166,456,149,1091,10594
82014,116971.Busman_s_Honeymoon,9434,6915,2827,565,257,1001,19998
82044,32095.13_Ways_of_Looking_at_the_Novel,301,432,286,74,25,184,1118
82074,1434105.Plum_Lucky,14192,15728,15400,4201,830,2011,50351
82104,6295173-the-thirteenth-princess,2224,1992,1537,359,98,480,6210
82134,5797595-thirteenth-child,3148,4531,2907,769,242,1425,11597
82164,6530.Trace,9551,12305,9502,2315,577,1040,34250
82194,95891.The_Thirteen_Gun_Salute,4651,3380,891,57,17,310,8996
82224,76912.The_Remorseful_Day,2456,1888,744,139,43,274,5270
82254,73219.History_of_the_Thirteen,133,211,159,40,16,36,559
82284,8058301-ghost-story,43702,33693,13838,2547,417,4872,94197
82314,378969.Queer_13,24,43,45,8,5,15,125
82329,169075.Nabokov_s_Dozen,233,325,117,24,3,62,702
82359,341587.The_13th_Juror,3350,3723,1473,211,65,322,8822
82389,860559.The_Mystery_of_the_Ivory_Charm,2386,2635,2492,415,80,251,8008
82419,12823835-the-13-storey-treehouse,5554,3484,2301,766,381,1226,12486
82449,126574.Vacation_Under_the_Volcano,5154,3713,3014,638,231,437,12750
82479,99085.Lord_Brocktree,18357,17318,11117,2332,1148,364,50272
82509,7155027-thirteen-days-to-midnight,1055,1299,1215,427,120,590,4116
82539,428524.The_Sicilian_Vespers,190,166,71,10,1,47,438
82569,40448.Thirteen,3304,4938,2725,592,190,653,11749
82599,3826.The_Lighthouse,4467,7130,4383,907,333,1077,17220
82629,1205861.The_Gothic_Image,62,67,21,13,5,8,168
82637,62032.The_13_Lives_of_Captain_Bluebear,11752,6491,2781,818,351,1698,22193
82667,64854.M_is_for_Malice,25419,26945,14441,1426,488,1001,68719
82697,706843.Dark_Tort,1992,3110,2517,388,57,450,8064
82727,331683.Thirteen_Steps_Down,630,1288,1106,309,123,322,3456
82756,30228.Micah,14703,11143,11467,5487,2602,1026,45402
82786,193659.Lost_Moon,4362,2867,920,139,50,608,8338
82816,23848194-it-ended-badly,1154,2440,1642,400,76,1013,5712
82846,86440.Hard_Truth,1709,2844,1773,316,92,579,6734
82876,72734.Farriers_Lane,1017,1543,871,79,21,166,3531
82906,8253920-towers-of-midnight,87886,43820,11965,2315,1237,3859,147223
82936,72771.Death_of_a_Stranger,1119,1485,728,83,18,187,3433
82966,284495.My_Thirteenth_Winter,312,384,291,108,56,265,1151
82996,132525.13,154,301,264,77,24,153,820
83026,10473214-13-gifts,7065,4740,2228,484,137,962,14654
83056,958042.Thirteen,44,17,10,3,1,20,75
83076,6433921-slavery-of-faith,17,20,22,7,1,10,67
83086,6319362-13-things-that-don-t-make-sense,1268,2379,1751,364,85,523,5847
83116,1003291.13_Tales_of_Horror,556,508,526,134,42,113,1766
83146,975364.The_Journal_of_Ben_Uchida,224,274,252,47,16,92,813
83176,1040466.Thirteen,48,56,51,6,1,23,162
83199,789345.Encyclopedia_Brown_and_the_Case_of_the_Midnight_Visitor,407,376,294,41,12,57,1130
83229,7189177-spider-bones,7525,9868,6164,1182,272,1474,25011
83259,414404.Taming_a_Sea_Horse,1758,2421,1499,180,27,206,5885
83289,238127.Seduction_in_Death,14301,10419,3651,336,73,924,28780
83319,16113737-the-reason-i-jump,16100,18669,12809,3591,1327,5972,52496
83349,103241.Knockdown,1256,1508,821,84,12,137,3681
83379,31365.With_No_One_as_Witness,4814,5867,2476,406,190,785,13753
83409,525309.The_Cat_Who_Moved_a_Mountain,2372,2938,2236,288,38,320,7872
83439,410047.The_Rose_Rent,2424,2816,1099,101,15,308,6455
83469,282348.Hana_Kimi,1651,843,433,74,15,31,3016
83498,7141516-the-complete-peanuts-vol-13,418,181,47,8,4,49,658
83528,383009.Thirteen_Ways_of_Looking_for_a_Poem,23,40,18,3,2,7,86
83535,6332280-necessary-as-blood,3035,3606,1138,131,42,448,7952
83565,558321.Abby_s_Lucky_Thirteen,158,180,204,63,10,33,615
83595,127758.Name_Withheld,1602,1936,859,74,14,178,4485
83625,18295854-file-under,1049,1493,1032,173,30,409,3777
83655,35009968-doctor-strange-epic-collection-vol-13,9,11,25,15,1,11,61
83666,27876507-astro-city-vol-13,103,175,105,9,1,47,393
83696,914968.The_Trouble_with_Thirteen,36,49,41,12,1,18,139
83714,61901.Diplomatic_Immunity,6190,6713,2338,294,112,588,15647
83744,2895332-mortal-danger-and-other-true-cases,1118,997,621,92,18,147,2846
83774,11541108-hey-13,4,5,10,7,7,9,33
83783,1030285.Thirteen,2222,1581,1013,278,105,388,5199
83813,7092449-thirteen-plus-one,1526,1076,608,171,65,239,3446
83843,8530646-13-secrets,1943,1289,594,78,19,280,3923
83873,344671.Agatha_Raisin_and_the_Case_of_the_Curious_Curate,1917,3584,2786,308,36,513,8631
83903,17483.Five_Go_to_Mystery_Moor,3325,3393,2373,344,73,175,9508
83933,691216.Sword_and_Sorceress_XIII,142,150,118,17,2,10,429
83943,24397022-13-hours,10468,7651,2564,466,264,1662,21413
83973,552887.Double_Cross,16583,19921,10571,1740,396,1749,49211
84003,1106769.Heartbreak_Bronco,331,222,163,28,7,8,751
84011,660252.Died_in_the_Wool,830,1114,878,134,23,223,2979
84041,36099130-12-before-13,586,342,148,41,16,95,1133
84071,36597129-she-persisted-around-the-world,835,552,160,15,9,302,1571
84101,12974301-tarzan-at-the-earth-s-core-edgar-rice-burroughs-tarzan-13,590,682,608,101,12,89,1993
84131,17159011-white-fire,9350,10574,4455,774,234,2285,25387
84161,35795914-counting-on-katherine,813,475,90,8,9,277,1395
84191,4948.The_Very_Hungry_Caterpillar,282829,104730,61101,18043,11432,9702,478135
84221,884481.Zin_Zin_Zin_A_Violin,1666,1454,1108,274,81,345,4583
84251,50158396-two-dogs-on-a-trike,142,169,93,14,1,148,419
84281,189441.1_Is_One,479,328,229,61,15,116,1112
84311,252232.One_Was_Johnny,675,452,264,46,17,64,1454
84341,15796740-one-gorilla,337,381,208,56,20,220,1002
84371,143981.The_Water_Hole,1464,932,460,71,27,207,2954
84401,1187597.One_Duck_Stuck,556,505,400,79,13,167,1553
84431,3118349-one,3145,1290,545,133,63,631,5176
84461,488908.Doggies,2427,1741,1306,319,91,274,5884
